ProductKey,Product_Item_Code,ProductSubcategoryKey,Product_Name,Product_Color,Product_Size,Product_Line,Product_Model_Name,Product_Category,Sub_Category,Product_Status
272,FR-R38R-62,14,"LL Road Frame - Red, 62",Red,62,R ,LL Road Frame,Components,Road Frames,Outdate
273,FR-R38R-62,14,"LL Road Frame - Red, 62",Red,62,R ,LL Road Frame,Components,Road Frames,Outdate
274,FR-R72R-44,14,"ML Road Frame - Red, 44",Red,44,R ,ML Road Frame,Components,Road Frames,Outdate
275,FR-R72R-48,14,"ML Road Frame - Red, 48",Red,48,R ,ML Road Frame,Components,Road Frames,Outdate
276,FR-R72R-52,14,"ML Road Frame - Red, 52",Red,52,R ,ML Road Frame,Components,Road Frames,Outdate
277,FR-R72R-58,14,"ML Road Frame - Red, 58",Red,58,R ,ML Road Frame,Components,Road Frames,Outdate
278,FR-R72R-60,14,"ML Road Frame - Red, 60",Red,60,R ,ML Road Frame,Components,Road Frames,Outdate
279,FR-R38B-44,14,"LL Road Frame - Black, 44",Black,44,R ,LL Road Frame,Components,Road Frames,Outdate
280,FR-R38B-44,14,"LL Road Frame - Black, 44",Black,44,R ,LL Road Frame,Components,Road Frames,Outdate
281,FR-R38B-44,14,"LL Road Frame - Black, 44",Black,44,R ,LL Road Frame,Components,Road Frames,Current
282,FR-R38B-48,14,"LL Road Frame - Black, 48",Black,48,R ,LL Road Frame,Components,Road Frames,Outdate
283,FR-R38B-48,14,"LL Road Frame - Black, 48",Black,48,R ,LL Road Frame,Components,Road Frames,Outdate
284,FR-R38B-48,14,"LL Road Frame - Black, 48",Black,48,R ,LL Road Frame,Components,Road Frames,Current
285,FR-R38B-52,14,"LL Road Frame - Black, 52",Black,52,R ,LL Road Frame,Components,Road Frames,Outdate
286,FR-R38B-52,14,"LL Road Frame - Black, 52",Black,52,R ,LL Road Frame,Components,Road Frames,Outdate
287,FR-R38B-52,14,"LL Road Frame - Black, 52",Black,52,R ,LL Road Frame,Components,Road Frames,Current
288,FR-M94S-42,12,"HL Mountain Frame - Silver, 42",Silver,42,M ,HL Mountain Frame,Components,Mountain Frames,Outdate
289,FR-M94S-42,12,"HL Mountain Frame - Silver, 42",Silver,42,M ,HL Mountain Frame,Components,Mountain Frames,Outdate
290,FR-M94S-42,12,"HL Mountain Frame - Silver, 42",Silver,42,M ,HL Mountain Frame,Components,Mountain Frames,Current
291,FR-M94S-44,12,"HL Mountain Frame - Silver, 44",Silver,44,M ,HL Mountain Frame,Components,Mountain Frames,Outdate
292,FR-M94S-52,12,"HL Mountain Frame - Silver, 48",Silver,48,M ,HL Mountain Frame,Components,Mountain Frames,Outdate
293,FR-M94S-46,12,"HL Mountain Frame - Silver, 46",Silver,46,M ,HL Mountain Frame,Components,Mountain Frames,Outdate
294,FR-M94S-46,12,"HL Mountain Frame - Silver, 46",Silver,46,M ,HL Mountain Frame,Components,Mountain Frames,Outdate
295,FR-M94S-46,12,"HL Mountain Frame - Silver, 46",Silver,46,M ,HL Mountain Frame,Components,Mountain Frames,Current
296,FR-M94B-42,12,"HL Mountain Frame - Black, 42",Black,42,M ,HL Mountain Frame,Components,Mountain Frames,Outdate
297,FR-M94B-42,12,"HL Mountain Frame - Black, 42",Black,42,M ,HL Mountain Frame,Components,Mountain Frames,Outdate
298,FR-M94B-42,12,"HL Mountain Frame - Black, 42",Black,42,M ,HL Mountain Frame,Components,Mountain Frames,Current
299,FR-M94B-44,12,"HL Mountain Frame - Black, 44",Black,44,M ,HL Mountain Frame,Components,Mountain Frames,Outdate
300,FR-M94B-48,12,"HL Mountain Frame - Black, 48",Black,48,M ,HL Mountain Frame,Components,Mountain Frames,Outdate
301,FR-M94B-46,12,"HL Mountain Frame - Black, 46",Black,46,M ,HL Mountain Frame,Components,Mountain Frames,Outdate
302,FR-M94B-46,12,"HL Mountain Frame - Black, 46",Black,46,M ,HL Mountain Frame,Components,Mountain Frames,Outdate
303,FR-M94B-46,12,"HL Mountain Frame - Black, 46",Black,46,M ,HL Mountain Frame,Components,Mountain Frames,Current
304,FR-M94B-38,12,"HL Mountain Frame - Black, 38",Black,38,M ,HL Mountain Frame,Components,Mountain Frames,Outdate
305,FR-M94B-38,12,"HL Mountain Frame - Black, 38",Black,38,M ,HL Mountain Frame,Components,Mountain Frames,Outdate
306,FR-M94B-38,12,"HL Mountain Frame - Black, 38",Black,38,M ,HL Mountain Frame,Components,Mountain Frames,Current
307,FR-M94S-38,12,"HL Mountain Frame - Silver, 38",Silver,38,M ,HL Mountain Frame,Components,Mountain Frames,Outdate
308,FR-M94S-38,12,"HL Mountain Frame - Silver, 38",Silver,38,M ,HL Mountain Frame,Components,Mountain Frames,Outdate
309,FR-M94S-38,12,"HL Mountain Frame - Silver, 38",Silver,38,M ,HL Mountain Frame,Components,Mountain Frames,Current
310,BK-R93R-62,2,"Road-150 Red, 62",Red,62,R ,Road-150,Bikes,Road Bikes,Outdate
311,BK-R93R-44,2,"Road-150 Red, 44",Red,44,R ,Road-150,Bikes,Road Bikes,Outdate
312,BK-R93R-48,2,"Road-150 Red, 48",Red,48,R ,Road-150,Bikes,Road Bikes,Outdate
313,BK-R93R-52,2,"Road-150 Red, 52",Red,52,R ,Road-150,Bikes,Road Bikes,Outdate
314,BK-R93R-56,2,"Road-150 Red, 56",Red,56,R ,Road-150,Bikes,Road Bikes,Outdate
315,BK-R68R-58,2,"Road-450 Red, 58",Red,58,R ,Road-450,Bikes,Road Bikes,Outdate
316,BK-R68R-60,2,"Road-450 Red, 60",Red,60,R ,Road-450,Bikes,Road Bikes,Outdate
317,BK-R68R-44,2,"Road-450 Red, 44",Red,44,R ,Road-450,Bikes,Road Bikes,Outdate
318,BK-R68R-48,2,"Road-450 Red, 48",Red,48,R ,Road-450,Bikes,Road Bikes,Outdate
319,BK-R68R-52,2,"Road-450 Red, 52",Red,52,R ,Road-450,Bikes,Road Bikes,Outdate
320,BK-R50R-58,2,"Road-650 Red, 58",Red,58,R ,Road-650,Bikes,Road Bikes,Outdate
321,BK-R50R-58,2,"Road-650 Red, 58",Red,58,R ,Road-650,Bikes,Road Bikes,Outdate
322,BK-R50R-60,2,"Road-650 Red, 60",Red,60,R ,Road-650,Bikes,Road Bikes,Outdate
323,BK-R50R-60,2,"Road-650 Red, 60",Red,60,R ,Road-650,Bikes,Road Bikes,Outdate
324,BK-R50R-62,2,"Road-650 Red, 62",Red,62,R ,Road-650,Bikes,Road Bikes,Outdate
325,BK-R50R-62,2,"Road-650 Red, 62",Red,62,R ,Road-650,Bikes,Road Bikes,Outdate
326,BK-R50R-44,2,"Road-650 Red, 44",Red,44,R ,Road-650,Bikes,Road Bikes,Outdate
327,BK-R50R-44,2,"Road-650 Red, 44",Red,44,R ,Road-650,Bikes,Road Bikes,Outdate
328,BK-R50R-48,2,"Road-650 Red, 48",Red,48,R ,Road-650,Bikes,Road Bikes,Outdate
329,BK-R50R-48,2,"Road-650 Red, 48",Red,48,R ,Road-650,Bikes,Road Bikes,Outdate
330,BK-R50R-52,2,"Road-650 Red, 52",Red,52,R ,Road-650,Bikes,Road Bikes,Outdate
331,BK-R50R-52,2,"Road-650 Red, 52",Red,52,R ,Road-650,Bikes,Road Bikes,Outdate
332,BK-R50B-58,2,"Road-650 Black, 58",Black,58,R ,Road-650,Bikes,Road Bikes,Outdate
333,BK-R50B-58,2,"Road-650 Black, 58",Black,58,R ,Road-650,Bikes,Road Bikes,Outdate
334,BK-R50B-60,2,"Road-650 Black, 60",Black,60,R ,Road-650,Bikes,Road Bikes,Outdate
335,BK-R50B-60,2,"Road-650 Black, 60",Black,60,R ,Road-650,Bikes,Road Bikes,Outdate
336,BK-R50B-62,2,"Road-650 Black, 62",Black,62,R ,Road-650,Bikes,Road Bikes,Outdate
337,BK-R50B-62,2,"Road-650 Black, 62",Black,62,R ,Road-650,Bikes,Road Bikes,Outdate
338,BK-R50B-44,2,"Road-650 Black, 44",Black,44,R ,Road-650,Bikes,Road Bikes,Outdate
339,BK-R50B-44,2,"Road-650 Black, 44",Black,44,R ,Road-650,Bikes,Road Bikes,Outdate
340,BK-R50B-48,2,"Road-650 Black, 48",Black,48,R ,Road-650,Bikes,Road Bikes,Outdate
341,BK-R50B-48,2,"Road-650 Black, 48",Black,48,R ,Road-650,Bikes,Road Bikes,Outdate
342,BK-R50B-52,2,"Road-650 Black, 52",Black,52,R ,Road-650,Bikes,Road Bikes,Outdate
343,BK-R50B-52,2,"Road-650 Black, 52",Black,52,R ,Road-650,Bikes,Road Bikes,Outdate
344,BK-M82S-38,1,"Mountain-100 Silver, 38",Silver,38,M ,Mountain-100,Bikes,Mountain Bikes,Outdate
345,BK-M82S-42,1,"Mountain-100 Silver, 42",Silver,42,M ,Mountain-100,Bikes,Mountain Bikes,Outdate
346,BK-M82S-44,1,"Mountain-100 Silver, 44",Silver,44,M ,Mountain-100,Bikes,Mountain Bikes,Outdate
347,BK-M82S-48,1,"Mountain-100 Silver, 48",Silver,48,M ,Mountain-100,Bikes,Mountain Bikes,Outdate
348,BK-M82B-38,1,"Mountain-100 Black, 38",Black,38,M ,Mountain-100,Bikes,Mountain Bikes,Outdate
349,BK-M82B-42,1,"Mountain-100 Black, 42",Black,42,M ,Mountain-100,Bikes,Mountain Bikes,Outdate
350,BK-M82B-44,1,"Mountain-100 Black, 44",Black,44,M ,Mountain-100,Bikes,Mountain Bikes,Outdate
351,BK-M82B-48,1,"Mountain-100 Black, 48",Black,48,M ,Mountain-100,Bikes,Mountain Bikes,Outdate
352,BK-M68S-38,1,"Mountain-200 Silver, 38",Silver,38,M ,Mountain-200,Bikes,Mountain Bikes,Outdate
353,BK-M68S-38,1,"Mountain-200 Silver, 38",Silver,38,M ,Mountain-200,Bikes,Mountain Bikes,Current
354,BK-M68S-42,1,"Mountain-200 Silver, 42",Silver,42,M ,Mountain-200,Bikes,Mountain Bikes,Outdate
355,BK-M68S-42,1,"Mountain-200 Silver, 42",Silver,42,M ,Mountain-200,Bikes,Mountain Bikes,Current
356,BK-M68S-46,1,"Mountain-200 Silver, 46",Silver,46,M ,Mountain-200,Bikes,Mountain Bikes,Outdate
357,BK-M68S-46,1,"Mountain-200 Silver, 46",Silver,46,M ,Mountain-200,Bikes,Mountain Bikes,Current
358,BK-M68B-38,1,"Mountain-200 Black, 38",Black,38,M ,Mountain-200,Bikes,Mountain Bikes,Outdate
359,BK-M68B-38,1,"Mountain-200 Black, 38",Black,38,M ,Mountain-200,Bikes,Mountain Bikes,Current
360,BK-M68B-42,1,"Mountain-200 Black, 42",Black,42,M ,Mountain-200,Bikes,Mountain Bikes,Outdate
361,BK-M68B-42,1,"Mountain-200 Black, 42",Black,42,M ,Mountain-200,Bikes,Mountain Bikes,Current
362,BK-M68B-46,1,"Mountain-200 Black, 46",Black,46,M ,Mountain-200,Bikes,Mountain Bikes,Outdate
363,BK-M68B-46,1,"Mountain-200 Black, 46",Black,46,M ,Mountain-200,Bikes,Mountain Bikes,Current
364,BK-M47B-38,1,"Mountain-300 Black, 38",Black,38,M ,Mountain-300,Bikes,Mountain Bikes,Outdate
365,BK-M47B-40,1,"Mountain-300 Black, 40",Black,40,M ,Mountain-300,Bikes,Mountain Bikes,Outdate
366,BK-M47B-44,1,"Mountain-300 Black, 44",Black,44,M ,Mountain-300,Bikes,Mountain Bikes,Outdate
367,BK-M47B-48,1,"Mountain-300 Black, 48",Black,48,M ,Mountain-300,Bikes,Mountain Bikes,Outdate
368,BK-R89R-44,2,"Road-250 Red, 44",Red,44,R ,Road-250,Bikes,Road Bikes,Outdate
369,BK-R89R-48,2,"Road-250 Red, 48",Red,48,R ,Road-250,Bikes,Road Bikes,Outdate
370,BK-R89R-52,2,"Road-250 Red, 52",Red,52,R ,Road-250,Bikes,Road Bikes,Outdate
371,BK-R89R-58,2,"Road-250 Red, 58",Red,58,R ,Road-250,Bikes,Road Bikes,Outdate
372,BK-R89R-58,2,"Road-250 Red, 58",Red,58,R ,Road-250,Bikes,Road Bikes,Current
373,BK-R89B-44,2,"Road-250 Black, 44",Black,44,R ,Road-250,Bikes,Road Bikes,Outdate
374,BK-R89B-44,2,"Road-250 Black, 44",Black,44,R ,Road-250,Bikes,Road Bikes,Current
375,BK-R89B-48,2,"Road-250 Black, 48",Black,48,R ,Road-250,Bikes,Road Bikes,Outdate
376,BK-R89B-48,2,"Road-250 Black, 48",Black,48,R ,Road-250,Bikes,Road Bikes,Current
377,BK-R89B-52,2,"Road-250 Black, 52",Black,52,R ,Road-250,Bikes,Road Bikes,Outdate
378,BK-R89B-52,2,"Road-250 Black, 52",Black,52,R ,Road-250,Bikes,Road Bikes,Current
379,BK-R89B-58,2,"Road-250 Black, 58",Black,58,R ,Road-250,Bikes,Road Bikes,Outdate
380,BK-R89B-58,2,"Road-250 Black, 58",Black,58,R ,Road-250,Bikes,Road Bikes,Current
381,BK-R64Y-38,2,"Road-550-W Yellow, 38",Yellow,38,R ,Road-550-W,Bikes,Road Bikes,Outdate
382,BK-R64Y-38,2,"Road-550-W Yellow, 38",Yellow,38,R ,Road-550-W,Bikes,Road Bikes,Current
383,BK-R64Y-40,2,"Road-550-W Yellow, 40",Yellow,40,R ,Road-550-W,Bikes,Road Bikes,Outdate
384,BK-R64Y-40,2,"Road-550-W Yellow, 40",Yellow,40,R ,Road-550-W,Bikes,Road Bikes,Current
385,BK-R64Y-42,2,"Road-550-W Yellow, 42",Yellow,42,R ,Road-550-W,Bikes,Road Bikes,Outdate
386,BK-R64Y-42,2,"Road-550-W Yellow, 42",Yellow,42,R ,Road-550-W,Bikes,Road Bikes,Current
387,BK-R64Y-44,2,"Road-550-W Yellow, 44",Yellow,44,R ,Road-550-W,Bikes,Road Bikes,Outdate
388,BK-R64Y-44,2,"Road-550-W Yellow, 44",Yellow,44,R ,Road-550-W,Bikes,Road Bikes,Current
389,BK-R64Y-48,2,"Road-550-W Yellow, 48",Yellow,48,R ,Road-550-W,Bikes,Road Bikes,Outdate
390,BK-R64Y-48,2,"Road-550-W Yellow, 48",Yellow,48,R ,Road-550-W,Bikes,Road Bikes,Current
391,FK-1639,10,LL Fork,NA,NULL,NULL,LL Fork,Components,Forks,Outdate
392,FK-5136,10,ML Fork,NA,NULL,NULL,ML Fork,Components,Forks,Outdate
393,FK-9939,10,HL Fork,NA,NULL,NULL,HL Fork,Components,Forks,Outdate
394,HS-0296,11,LL Headset,NA,NULL,NULL,LL Headset,Components,Headsets,Outdate
395,HS-2451,11,ML Headset,NA,NULL,NULL,ML Headset,Components,Headsets,Outdate
396,HS-3479,11,HL Headset,NA,NULL,NULL,HL Headset,Components,Headsets,Outdate
397,HB-M243,4,LL Mountain Handlebars,NA,NULL,M ,LL Mountain Handlebars,Components,Handlebars,Outdate
398,HB-M243,4,LL Mountain Handlebars,NA,NULL,M ,LL Mountain Handlebars,Components,Handlebars,Current
399,HB-M763,4,ML Mountain Handlebars,NA,NULL,M ,ML Mountain Handlebars,Components,Handlebars,Outdate
400,HB-M763,4,ML Mountain Handlebars,NA,NULL,M ,ML Mountain Handlebars,Components,Handlebars,Current
401,HB-M918,4,HL Mountain Handlebars,NA,NULL,M ,HL Mountain Handlebars,Components,Handlebars,Outdate
402,HB-M918,4,HL Mountain Handlebars,NA,NULL,M ,HL Mountain Handlebars,Components,Handlebars,Current
403,HB-R504,4,LL Road Handlebars,NA,NULL,R ,LL Road Handlebars,Components,Handlebars,Outdate
404,HB-R504,4,LL Road Handlebars,NA,NULL,R ,LL Road Handlebars,Components,Handlebars,Current
405,HB-R720,4,ML Road Handlebars,NA,NULL,R ,ML Road Handlebars,Components,Handlebars,Outdate
406,HB-R720,4,ML Road Handlebars,NA,NULL,R ,ML Road Handlebars,Components,Handlebars,Current
407,HB-R956,4,HL Road Handlebars,NA,NULL,R ,HL Road Handlebars,Components,Handlebars,Outdate
408,HB-R956,4,HL Road Handlebars,NA,NULL,R ,HL Road Handlebars,Components,Handlebars,Current
409,FR-M63B-38,12,"ML Mountain Frame - Black, 38",Black,38,M ,ML Mountain Frame-W,Components,Mountain Frames,Outdate
410,FW-M423,17,LL Mountain Front Wheel,Black,NULL,M ,LL Mountain Front Wheel,Components,Wheels,Outdate
411,FW-M762,17,ML Mountain Front Wheel,Black,NULL,M ,ML Mountain Front Wheel,Components,Wheels,Outdate
412,FW-M928,17,HL Mountain Front Wheel,Black,NULL,M ,HL Mountain Front Wheel,Components,Wheels,Outdate
413,FW-R623,17,LL Road Front Wheel,Black,NULL,R ,LL Road Front Wheel,Components,Wheels,Outdate
414,FW-R762,17,ML Road Front Wheel,Black,NULL,R ,ML Road Front Wheel,Components,Wheels,Outdate
415,FW-R820,17,HL Road Front Wheel,Black,NULL,R ,HL Road Front Wheel,Components,Wheels,Outdate
416,FW-T905,17,Touring Front Wheel,Black,NULL,T ,Touring Front Wheel,Components,Wheels,Outdate
417,FR-R72Y-38,14,"ML Road Frame-W - Yellow, 38",Yellow,38,R ,ML Road Frame-W,Components,Road Frames,Outdate
418,FR-R72Y-38,14,"ML Road Frame-W - Yellow, 38",Yellow,38,R ,ML Road Frame-W,Components,Road Frames,Current
419,RW-M423,17,LL Mountain Rear Wheel,Black,NULL,M ,LL Mountain Rear Wheel,Components,Wheels,Outdate
420,RW-M762,17,ML Mountain Rear Wheel,Black,NULL,M ,ML Mountain Rear Wheel,Components,Wheels,Outdate
421,RW-M928,17,HL Mountain Rear Wheel,Black,NULL,M ,HL Mountain Rear Wheel,Components,Wheels,Outdate
422,RW-R623,17,LL Road Rear Wheel,Black,NULL,R ,LL Road Rear Wheel,Components,Wheels,Outdate
423,RW-R762,17,ML Road Rear Wheel,Black,NULL,R ,ML Road Rear Wheel,Components,Wheels,Outdate
424,RW-R820,17,HL Road Rear Wheel,Black,NULL,R ,HL Road Rear Wheel,Components,Wheels,Outdate
425,RW-T905,17,Touring Rear Wheel,Black,NULL,T ,Touring Rear Wheel,Components,Wheels,Outdate
426,FR-M63B-40,12,"ML Mountain Frame - Black, 40",Black,40,M ,ML Mountain Frame,Components,Mountain Frames,Outdate
427,FR-M63B-44,12,"ML Mountain Frame - Black, 44",Black,44,M ,ML Mountain Frame,Components,Mountain Frames,Outdate
428,FR-M63B-48,12,"ML Mountain Frame - Black, 48",Black,48,M ,ML Mountain Frame,Components,Mountain Frames,Outdate
429,FR-R72Y-40,14,"ML Road Frame-W - Yellow, 40",Yellow,40,R ,ML Road Frame-W,Components,Road Frames,Outdate
430,FR-R72Y-40,14,"ML Road Frame-W - Yellow, 40",Yellow,40,R ,ML Road Frame-W,Components,Road Frames,Current
431,FR-R72Y-42,14,"ML Road Frame-W - Yellow, 42",Yellow,42,R ,ML Road Frame-W,Components,Road Frames,Outdate
432,FR-R72Y-42,14,"ML Road Frame-W - Yellow, 42",Yellow,42,R ,ML Road Frame-W,Components,Road Frames,Current
433,FR-R72Y-44,14,"ML Road Frame-W - Yellow, 44",Yellow,44,R ,ML Road Frame-W,Components,Road Frames,Outdate
434,FR-R72Y-44,14,"ML Road Frame-W - Yellow, 44",Yellow,44,R ,ML Road Frame-W,Components,Road Frames,Current
435,FR-R72Y-48,14,"ML Road Frame-W - Yellow, 48",Yellow,48,R ,ML Road Frame-W,Components,Road Frames,Outdate
436,FR-R72Y-48,14,"ML Road Frame-W - Yellow, 48",Yellow,48,R ,ML Road Frame-W,Components,Road Frames,Current
437,FR-R92B-62,14,"HL Road Frame - Black, 62",Black,62,R ,HL Road Frame,Components,Road Frames,Outdate
438,FR-R92B-62,14,"HL Road Frame - Black, 62",Black,62,R ,HL Road Frame,Components,Road Frames,Current
439,FR-R92B-44,14,"HL Road Frame - Black, 44",Black,44,R ,HL Road Frame,Components,Road Frames,Outdate
440,FR-R92B-44,14,"HL Road Frame - Black, 44",Black,44,R ,HL Road Frame,Components,Road Frames,Current
441,FR-R92B-48,14,"HL Road Frame - Black, 48",Black,48,R ,HL Road Frame,Components,Road Frames,Outdate
442,FR-R92B-48,14,"HL Road Frame - Black, 48",Black,48,R ,HL Road Frame,Components,Road Frames,Current
443,FR-R92B-52,14,"HL Road Frame - Black, 52",Black,52,R ,HL Road Frame,Components,Road Frames,Outdate
444,FR-R92B-52,14,"HL Road Frame - Black, 52",Black,52,R ,HL Road Frame,Components,Road Frames,Current
445,SH-M897-S,22,"Men's Sports Shorts, S",Black,S,S ,Men's Sports Shorts,Clothing,Shorts,Outdate
446,PA-T100,35,"Touring-Panniers, Large",Grey,NULL,T ,Touring-Panniers,Accessories,Panniers,Outdate
447,LO-C100,34,Cable Lock,NA,NULL,S ,Cable Lock,Accessories,Locks,Outdate
448,PU-0452,36,Minipump,NA,NULL,S ,Minipump,Accessories,Pumps,Outdate
449,PU-M044,36,Mountain Pump,NA,NULL,M ,Mountain Pump,Accessories,Pumps,Outdate
450,LT-T990,33,Taillights - Battery-Powered,NA,NULL,R ,Taillight,Accessories,Lights,Outdate
451,LT-H902,33,Headlights - Dual-Beam,NA,NULL,R ,Headlights - Dual-Beam,Accessories,Lights,Outdate
452,LT-H903,33,Headlights - Weatherproof,NA,NULL,R ,Headlights - Weatherproof,Accessories,Lights,Outdate
453,SH-M897-M,22,"Men's Sports Shorts, M",Black,M,S ,Men's Sports Shorts,Clothing,Shorts,Outdate
454,SH-M897-L,22,"Men's Sports Shorts, L",Black,L,S ,Men's Sports Shorts,Clothing,Shorts,Outdate
455,SH-M897-X,22,"Men's Sports Shorts, XL",Black,XL,S ,Men's Sports Shorts,Clothing,Shorts,Outdate
456,TG-W091-S,24,"Women's Tights, S",Black,S,S ,Women's Tights,Clothing,Tights,Outdate
457,TG-W091-M,24,"Women's Tights, M",Black,M,S ,Women's Tights,Clothing,Tights,Outdate
458,TG-W091-L,24,"Women's Tights, L",Black,L,S ,Women's Tights,Clothing,Tights,Outdate
459,SB-M891-S,18,"Men's Bib-Shorts, S",Multi,S,S ,Men's Bib-Shorts,Clothing,Bib-Shorts,Outdate
460,SB-M891-M,18,"Men's Bib-Shorts, M",Multi,M,S ,Men's Bib-Shorts,Clothing,Bib-Shorts,Outdate
461,SB-M891-L,18,"Men's Bib-Shorts, L",Multi,L,S ,Men's Bib-Shorts,Clothing,Bib-Shorts,Outdate
462,GL-H102-S,20,"Half-Finger Gloves, S",Black,S,S ,Half-Finger Gloves,Clothing,Gloves,Outdate
463,GL-H102-S,20,"Half-Finger Gloves, S",Black,S,S ,Half-Finger Gloves,Clothing,Gloves,Current
464,GL-H102-M,20,"Half-Finger Gloves, M",Black,M,S ,Half-Finger Gloves,Clothing,Gloves,Outdate
465,GL-H102-M,20,"Half-Finger Gloves, M",Black,M,S ,Half-Finger Gloves,Clothing,Gloves,Current
466,GL-H102-L,20,"Half-Finger Gloves, L",Black,L,S ,Half-Finger Gloves,Clothing,Gloves,Outdate
467,GL-H102-L,20,"Half-Finger Gloves, L",Black,L,S ,Half-Finger Gloves,Clothing,Gloves,Current
468,GL-F110-S,20,"Full-Finger Gloves, S",Black,S,M ,Full-Finger Gloves,Clothing,Gloves,Outdate
469,GL-F110-M,20,"Full-Finger Gloves, M",Black,M,M ,Full-Finger Gloves,Clothing,Gloves,Outdate
470,GL-F110-L,20,"Full-Finger Gloves, L",Black,L,M ,Full-Finger Gloves,Clothing,Gloves,Outdate
471,VE-C304-S,25,"Classic Vest, S",Blue,S,S ,Classic Vest,Clothing,Vests,Current
472,VE-C304-M,25,"Classic Vest, M",Blue,M,S ,Classic Vest,Clothing,Vests,Current
473,VE-C304-L,25,"Classic Vest, L",Blue,L,S ,Classic Vest,Clothing,Vests,Current
474,SH-W890-S,22,"Women's Mountain Shorts, S",Black,S,M ,Women's Mountain Shorts,Clothing,Shorts,Current
475,SH-W890-M,22,"Women's Mountain Shorts, M",Black,M,M ,Women's Mountain Shorts,Clothing,Shorts,Current
476,SH-W890-L,22,"Women's Mountain Shorts, L",Black,L,M ,Women's Mountain Shorts,Clothing,Shorts,Current
477,WB-H098,28,Water Bottle - 30 oz.,NA,NULL,S ,Water Bottle,Accessories,Bottles and Cages,Current
478,BC-M005,28,Mountain Bottle Cage,NA,NULL,M ,Mountain Bottle Cage,Accessories,Bottles and Cages,Current
479,BC-R205,28,Road Bottle Cage,NA,NULL,R ,Road Bottle Cage,Accessories,Bottles and Cages,Current
480,PK-7098,37,Patch Kit/8 Patches,NA,NULL,S ,Patch kit,Accessories,Tires and Tubes,Current
481,SO-R809-M,23,"Racing Socks, M",White,M,R ,Racing Socks,Clothing,Socks,Current
482,SO-R809-L,23,"Racing Socks, L",White,L,R ,Racing Socks,Clothing,Socks,Current
483,RA-H123,26,Hitch Rack - 4-Bike,NA,NULL,S ,Hitch Rack - 4-Bike,Accessories,Bike Racks,Current
484,CL-9009,29,Bike Wash - Dissolver,NA,NULL,S ,Bike Wash,Accessories,Cleaners,Current
485,FE-6654,30,Fender Set - Mountain,NA,NULL,M ,Fender Set - Mountain,Accessories,Fenders,Current
486,ST-1401,27,All-Purpose Bike Stand,NA,NULL,M ,All-Purpose Bike Stand,Accessories,Bike Stands,Current
487,HY-1023-70,32,Hydration Pack - 70 oz.,Silver,70,S ,Hydration Pack,Accessories,Hydration Packs,Current
488,SJ-0194-S,21,"Short-Sleeve Classic Jersey, S",Yellow,S,S ,Short-Sleeve Classic Jersey,Clothing,Jerseys,Current
489,SJ-0194-M,21,"Short-Sleeve Classic Jersey, M",Yellow,M,S ,Short-Sleeve Classic Jersey,Clothing,Jerseys,Current
490,SJ-0194-L,21,"Short-Sleeve Classic Jersey, L",Yellow,L,S ,Short-Sleeve Classic Jersey,Clothing,Jerseys,Current
491,SJ-0194-X,21,"Short-Sleeve Classic Jersey, XL",Yellow,XL,S ,Short-Sleeve Classic Jersey,Clothing,Jerseys,Current
492,FR-T98Y-60,16,"HL Touring Frame - Yellow, 60",Yellow,60,T ,HL Touring Frame,Components,Touring Frames,Current
493,FR-T67Y-62,16,"LL Touring Frame - Yellow, 62",Yellow,62,T ,LL Touring Frame,Components,Touring Frames,Current
494,FR-T98Y-46,16,"HL Touring Frame - Yellow, 46",Yellow,46,T ,HL Touring Frame,Components,Touring Frames,Current
495,FR-T98Y-50,16,"HL Touring Frame - Yellow, 50",Yellow,50,T ,HL Touring Frame,Components,Touring Frames,Current
496,FR-T98Y-54,16,"HL Touring Frame - Yellow, 54",Yellow,54,T ,HL Touring Frame,Components,Touring Frames,Current
497,FR-T98U-46,16,"HL Touring Frame - Blue, 46",Blue,46,T ,HL Touring Frame,Components,Touring Frames,Current
498,FR-T98U-50,16,"HL Touring Frame - Blue, 50",Blue,50,T ,HL Touring Frame,Components,Touring Frames,Current
499,FR-T98U-54,16,"HL Touring Frame - Blue, 54",Blue,54,T ,HL Touring Frame,Components,Touring Frames,Current
500,FR-T98U-60,16,"HL Touring Frame - Blue, 60",Blue,60,T ,HL Touring Frame,Components,Touring Frames,Current
501,RD-2308,9,Rear Derailleur,Silver,NULL,NULL,Rear Derailleur,Components,Derailleurs,Current
502,FR-T67U-50,16,"LL Touring Frame - Blue, 50",Blue,50,T ,LL Touring Frame,Components,Touring Frames,Current
503,FR-T67U-54,16,"LL Touring Frame - Blue, 54",Blue,54,T ,LL Touring Frame,Components,Touring Frames,Current
504,FR-T67U-58,16,"LL Touring Frame - Blue, 58",Blue,58,T ,LL Touring Frame,Components,Touring Frames,Current
505,FR-T67U-62,16,"LL Touring Frame - Blue, 62",Blue,62,T ,LL Touring Frame,Components,Touring Frames,Current
506,FR-T67Y-44,16,"LL Touring Frame - Yellow, 44",Yellow,44,T ,LL Touring Frame,Components,Touring Frames,Current
507,FR-T67Y-50,16,"LL Touring Frame - Yellow, 50",Yellow,50,T ,LL Touring Frame,Components,Touring Frames,Current
508,FR-T67Y-54,16,"LL Touring Frame - Yellow, 54",Yellow,54,T ,LL Touring Frame,Components,Touring Frames,Current
